Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
4/1/2018 1:00,12.22,284.7,4.016,AN,AN,-9.55,-9.54,0.013,91,-0.041,768.5,AF
4/1/2018 2:00,11.95,284.7,3.084,AN,AN,-10.85,-10.78,0.069,90.2,0.02,769.4,AF
4/1/2018 3:00,11,282.6,2.956,AN,AN,-11.33,-11.26,0.07,89.9,0.016,770.2,AF
4/1/2018 4:00,11.16,283.2,3.29,AN,AN,-12.3,-12.14,0.156,89.3,0.01,771,AF
4/1/2018 5:00,10.47,280.6,3.096,AN,AN,-12.96,-12.79,0.177,88.8,0.012,771.8,AF
4/1/2018 6:00,10.41,277.9,2.834,AN,AN,-13.19,-13.19,-0.001,88.5,0.009,772.5,AF
4/1/2018 7:00,11.45,278.5,3.005,AN,AN,-13.15,-13.21,-0.063,88.3,0.508,773.2,AF
4/1/2018 8:00,11.86,281.2,2.598,AN,AN,-13.69,-13.8,-0.111,87.8,12.32,773.8,AF
4/1/2018 9:00,10.75,280,2.655,AN,AN,-14.38,-14.57,-0.188,86.4,90.5,774.5,AF
4/1/2018 10:00,10.9,278,2.775,AN,AN,-14.8,-15.36,-0.559,83.5,242.7,775.1,AF
4/1/2018 11:00,9.99,277.8,2.705,AN,AN,-14.85,-15.61,-0.763,80.7,380.6,775.9,AF
4/1/2018 12:00,9.01,277.6,2.545,AN,AN,-14.93,-15.52,-0.583,78.57,472.5,776.5,AF
4/1/2018 13:00,9.61,276.6,2.655,AN,AN,-15.02,-15.1,-0.086,78.37,524.2,777,AF
4/1/2018 14:00,9.35,277.9,2.842,AN,AN,-15.21,-14.89,0.322,80.1,545.9,777.6,AF
4/1/2018 15:00,9.2,282.6,2.89,AN,AN,-15.26,-14.82,0.443,80.7,545.8,778,AF
4/1/2018 16:00,8.29,283.9,2.967,AN,AN,-15.16,-14.81,0.346,81,508.3,778.3,AF
4/1/2018 17:00,6.495,274,4.614,AN,AN,-14.98,-14.44,0.538,80.1,448.5,778.7,AF
4/1/2018 18:00,5.904,265.3,5.788,AN,AN,-15.02,-14.65,0.373,79.77,367.1,778.9,AF
4/1/2018 19:00,6.204,258.3,4.859,AN,AN,-15.24,-15.29,-0.053,80.1,267.7,779.1,AF
4/1/2018 20:00,5.489,252.2,5.912,AN,AN,-16.09,-16.18,-0.09,81,152.4,779.2,AF
4/1/2018 21:00,5.792,246.7,6.132,AN,AN,-17.81,-17.13,0.686,82.3,52.68,779.2,AF
4/1/2018 22:00,5.297,246.5,8.58,AN,AN,-19.45,-18.11,1.341,84.1,5.856,779.1,AF
4/1/2018 23:00,5.361,234.7,7.102,AN,AN,-20.32,-19.04,1.283,84.4,0.208,779.1,AF
4/2/2018 0:00,4.694,242.6,6.103,AN,AN,-20.41,-18.82,1.592,84.8,0.122,778.9,AF
4/2/2018 1:00,3.863,239.5,9.43,AN,AN,-20.96,-19.19,1.774,84.2,0.158,778.8,AF
4/2/2018 2:00,2.748,238.5,15.7,AN,AN,-20.92,-19.36,1.554,84.4,0.16,778.6,AF
4/2/2018 3:00,1.802,259.6,12.56,AN,AN,-20.78,-19.5,1.275,84.3,0.077,778.4,AF
4/2/2018 4:00,2.348,221.1,14.26,AN,AN,-21.9,-19.59,2.315,83.3,0.125,777.9,AF
4/2/2018 5:00,1.7,211,8.04,AN,AN,-21.8,-18.73,3.067,83.4,0.116,777.5,AF
4/2/2018 6:00,1.149,196.3,19.53,AN,AN,-22.82,-19.51,3.309,83,0.041,777.3,AF
4/2/2018 7:00,0.821,161,6.644,AN,AN,-22.24,-18.55,3.689,83,1.049,777,AF
4/2/2018 8:00,0.796,127.8,6.374,AN,AN,-21.73,-18.83,2.897,82.5,14.55,776.7,AF
4/2/2018 9:00,0.87,104.1,7.611,AN,AN,-21.03,-18.94,2.084,82.4,59.19,776.5,AF
4/2/2018 10:00,0.834,127.5,6.05,AN,AN,-19.98,-18.02,1.961,81.5,115,776.1,AF
4/2/2018 11:00,0.573,125.1,6.441,AN,AN,-18.23,-17.05,1.182,81.2,184.2,775.6,AF
4/2/2018 12:00,1.164,88.5,8.33,AN,AN,-16.34,-16.6,-0.253,80.7,294.7,775.3,AF
4/2/2018 13:00,3.212,64.19,4.558,AN,AN,-16.9,-17.87,-0.973,81,343.1,775.2,AF
4/2/2018 14:00,3.707,67.24,3.776,AN,AN,-16.24,-16.93,-0.687,82.6,353.3,775,AF
4/2/2018 15:00,4.127,79.24,3.094,AN,AN,-15.52,-16.18,-0.66,83.6,302.1,774.7,AF
4/2/2018 16:00,4.53,76.07,3.567,AN,AN,-15.02,-15.83,-0.806,84.2,311.2,774.4,AF
4/2/2018 17:00,4.441,73.22,3.234,AN,AN,-15.04,-15.84,-0.795,84,270.8,774.4,AF
4/2/2018 18:00,3.722,66.31,3.72,AN,AN,-15.6,-16.21,-0.617,83.8,266.1,774.5,AF
4/2/2018 19:00,4.77,62.44,2.98,AN,AN,-16.06,-16.53,-0.471,83.8,185.8,774.5,AF
4/2/2018 20:00,4.392,61.36,3.135,AN,AN,-17.37,-17.4,-0.036,83.6,133.1,774.6,AF
4/2/2018 21:00,3.737,55.92,2.937,AN,AN,-19.15,-18.57,0.587,83.1,32.51,774.8,AF
4/2/2018 22:00,3.657,44.78,3.054,AN,AN,-19.85,-19.03,0.82,83.4,4.862,774.8,AF
4/2/2018 23:00,1.878,41.16,6.489,AN,AN,-21.52,-20.7,0.818,82.4,0.076,775.1,AF
4/3/2018 0:00,1.983,35.42,9.96,AN,AN,-22.27,-21.11,1.161,82.3,-0.055,775.2,AF
4/3/2018 1:00,2.337,42.2,8.69,AN,AN,-23,-21.97,1.029,81.5,-0.076,775.6,AF
4/3/2018 2:00,2.381,32.82,3.249,AN,AN,-23.62,-22.44,1.177,81.1,-0.051,775.9,AF
4/3/2018 3:00,2.27,31.03,5.983,AN,AN,-24.42,-23.31,1.111,80.5,-0.054,776,AF
4/3/2018 4:00,2.001,25.44,7.589,AN,AN,-25.2,-23.93,1.268,80.1,-0.022,776.1,AF
4/3/2018 5:00,1.915,22.03,8.09,AN,AN,-25.36,-24.19,1.167,80,-0.01,776.3,AF
4/3/2018 6:00,1.796,19.33,5.802,AN,AN,-25.77,-24.52,1.247,79.71,-0.001,776.5,AF
4/3/2018 7:00,1.578,2.71,5.783,AN,AN,-26.15,-24.91,1.244,79.69,1.245,776.7,AF
4/3/2018 8:00,1.604,338.9,8.07,AN,AN,-26.14,-25.42,0.723,79.1,27.85,776.9,AF
4/3/2018 9:00,1.433,304.2,8.47,AN,AN,-24.74,-24.72,0.023,77.64,131,776.9,AF
4/3/2018 10:00,1.455,310.5,7.994,AN,AN,-23.64,-22.93,0.715,76.03,260.3,776.8,AF
4/3/2018 11:00,1.798,297.9,5.759,AN,AN,-22.69,-21.81,0.881,73.79,334.2,776.8,AF
4/3/2018 12:00,2.528,300,7.158,AN,AN,-22.5,-22.43,0.073,75.14,214.6,776.9,AF
4/3/2018 13:00,3.091,334.9,7.658,AN,AN,-21.03,-21.08,-0.044,78.17,222,776.9,AF
4/3/2018 14:00,3.729,8.38,9.18,AN,AN,-19.39,-20.44,-1.048,79.27,243.7,776.8,AF
4/3/2018 15:00,3.661,32.06,6.223,AN,AN,-18.62,-20.25,-1.633,78.36,246.3,776.8,AF
4/3/2018 16:00,2.922,35.81,5.936,AN,AN,-18.05,-19.69,-1.645,77.72,231.1,776.7,AF
4/3/2018 17:00,2.844,35.1,7.737,AN,AN,-17.77,-19.29,-1.528,77.78,210,776.6,AF
4/3/2018 18:00,3.036,38.34,8.36,AN,AN,-17.71,-19.01,-1.305,78.23,175.4,776.4,AF
4/3/2018 19:00,3.703,49.43,4.911,AN,AN,-18.21,-19.03,-0.819,79.22,121.6,776.6,AF
4/3/2018 20:00,3.547,45.93,3.991,AN,AN,-18.52,-18.98,-0.463,80.4,71.85,776.6,AF
4/3/2018 21:00,3.508,55.11,3.734,AN,AN,-18.92,-19.04,-0.121,81.6,28.34,776.5,AF
4/3/2018 22:00,3.182,53.61,2.32,AN,AN,-21.37,-20.12,1.248,81.5,5.855,776.7,AF
4/3/2018 23:00,3.208,53.84,3.313,AN,AN,-22.57,-20.84,1.73,81.9,0.173,776.9,AF
4/4/2018 0:00,3.188,53.07,5.306,AN,AN,-22.13,-20.83,1.297,82.2,0.01,776.8,AF
4/4/2018 1:00,2.489,40.94,6.753,AN,AN,-21.96,-21.84,0.125,81.9,-0.009,776.8,AF
4/4/2018 2:00,3.441,48.05,5.446,AN,AN,-20.64,-20.66,-0.021,82.7,0.017,776.8,AF
4/4/2018 3:00,4.267,54.66,5.293,AN,AN,-19.46,-19.48,-0.024,83.3,0.026,776.7,AF
4/4/2018 4:00,4.072,50.9,3.927,AN,AN,-18.97,-19.02,-0.043,83.5,0.017,776.6,AF
4/4/2018 5:00,3.745,43.24,4.675,AN,AN,-18.69,-18.74,-0.049,83.8,0.016,776.3,AF
4/4/2018 6:00,4.637,34.86,3.714,AN,AN,-18.48,-18.54,-0.062,83.9,0.032,776.2,AF
4/4/2018 7:00,4.97,35.2,3.792,AN,AN,-18.45,-18.53,-0.079,83.9,0.912,776.1,AF
4/4/2018 8:00,4.562,42.56,4.206,AN,AN,-18.34,-18.46,-0.113,83.9,11.35,776,AF
4/4/2018 9:00,4.257,41.75,4.491,AN,AN,-17.94,-18.17,-0.23,83.8,41.54,775.8,AF
4/4/2018 10:00,4.439,42.21,4.244,AN,AN,-17.43,-17.87,-0.442,83.4,86,775.6,AF
4/4/2018 11:00,5.438,49.07,3.934,AN,AN,-16.95,-17.53,-0.587,83.2,133.7,775.4,AF
4/4/2018 12:00,6.286,49.66,3.686,AN,AN,-16.18,-16.95,-0.772,82.9,191.9,775.1,AF
4/4/2018 13:00,6.113,44.55,3.903,AN,AN,-15.57,-16.5,-0.928,82.2,278.4,774.8,AF
4/4/2018 14:00,6.72,45.22,5.653,AN,AN,-14.72,-15.78,-1.066,81.9,264.5,774.5,AF
4/4/2018 15:00,8.17,77.77,5.306,AN,AN,-14.98,-15.7,-0.72,81.8,323.2,774.1,AF
4/4/2018 16:00,8.17,84.2,4.248,AN,AN,-14.95,-15.06,-0.115,81,325.5,773.7,AF
4/4/2018 17:00,7.89,73.68,3.988,AN,AN,-14.84,-14.81,0.036,79.47,271.3,773.2,AF
4/4/2018 18:00,9.06,66.27,3.643,AN,AN,-14.86,-14.9,-0.033,81.7,206.5,772.7,AF
4/4/2018 19:00,9.4,56.4,3.813,AN,AN,-15.6,-15.72,-0.117,83.2,177.6,772.4,AF
4/4/2018 20:00,7.903,56.22,3.34,AN,AN,-17.11,-16.99,0.122,83.4,228,772.3,AF
4/4/2018 21:00,6.763,53.91,3.13,AN,AN,-18.43,-18.23,0.198,83.2,78.39,772.1,AF
4/4/2018 22:00,6.384,50.47,3.205,AN,AN,-19.25,-19.19,0.06,83.5,8.88,771.8,AF
4/4/2018 23:00,6.333,57.06,3.455,AN,AN,-19.67,-19.68,-0.014,83.2,0.199,771.5,AF
4/5/2018 0:00,6.625,55.01,3.351,AN,AN,-20.58,-20.36,0.223,82.5,-0.068,771.2,AF
4/5/2018 1:00,7.132,58.09,3.271,AN,AN,-20.93,-20.73,0.202,82.4,-0.032,770.8,AF
4/5/2018 2:00,6.938,57.82,3.534,AN,AN,-20.32,-20.4,-0.074,82.6,0.013,770.4,AF
4/5/2018 3:00,8.19,61.05,3.669,AN,AN,-19.77,-19.84,-0.075,82.9,0.017,769.8,AF
4/5/2018 4:00,7.235,59.89,4.121,AN,AN,-19.75,-19.79,-0.049,82.9,-0.005,769.4,AF
4/5/2018 5:00,8.15,48.51,3.739,AN,AN,-19.58,-19.65,-0.076,83,0.002,768.6,AF
4/5/2018 6:00,7.996,47.27,3.549,AN,AN,-19.41,-19.49,-0.08,83.1,0.034,768,AF
4/5/2018 7:00,8,46.79,3.908,AN,AN,-19.21,-19.28,-0.064,83.2,1.573,767.4,AF
4/5/2018 8:00,7.236,46.02,3.666,AN,AN,-19.56,-19.58,-0.018,82.9,18.76,767,AF
4/5/2018 9:00,6.864,50.01,3.757,AN,AN,-19.93,-19.94,-0.007,82,77.7,766.6,AF
4/5/2018 10:00,5.437,40.88,4.101,AN,AN,-20.28,-20.46,-0.18,80.1,183.8,766.2,AF
4/5/2018 11:00,6.927,49.97,3.477,AN,AN,-19.85,-20.14,-0.289,79.12,312.3,765.7,AF
4/5/2018 12:00,7.824,57.14,3.381,AN,AN,-19.34,-19.59,-0.248,78.18,541.9,765.3,AF
4/5/2018 13:00,7.811,57.27,3.226,AN,AN,-19.25,-19.1,0.151,78.45,588.5,764.8,AF
4/5/2018 14:00,8.16,55.44,3.525,AN,AN,-18.91,-18.64,0.272,79.1,592.9,764.3,AF
4/5/2018 15:00,7.846,63.25,3.923,AN,AN,-18.8,-17.95,0.85,79.95,576.7,763.8,AF
4/5/2018 16:00,7.337,71.42,3.914,AN,AN,-18.17,-17.67,0.505,80.3,507.1,763.3,AF
4/5/2018 17:00,6.706,83.1,5.483,AN,AN,-18.31,-17.44,0.872,80.8,453.6,762.9,AF
4/5/2018 18:00,4.905,92.1,3.268,AN,AN,-19.46,-18.73,0.737,80.9,425,762.5,AF
4/5/2018 19:00,3.441,93.7,3.291,AN,AN,-19.53,-19.72,-0.186,80.7,369.2,762.1,AF
4/5/2018 20:00,3.135,109.7,4.43,AN,AN,-20.2,-20.42,-0.222,79.89,224.8,761.8,AF
4/5/2018 21:00,2.674,88.4,10.53,AN,AN,-21.45,-21.25,0.195,79.75,108.5,761.4,AF
4/5/2018 22:00,2.501,71.79,4.614,AN,AN,-23.15,-22.25,0.899,80.8,17.4,761.2,AF
4/5/2018 23:00,3.016,72.64,3.834,AN,AN,-23.61,-22.5,1.11,81.8,0.466,760.9,AF
4/6/2018 0:00,3.448,69.42,3.488,AN,AN,-25.29,-23.96,1.337,80.6,-0.06,760.8,AF
4/6/2018 1:00,4.101,74.1,7.257,AN,AN,-26.39,-25.35,1.041,79.92,-0.04,760.7,AF
4/6/2018 2:00,3.86,68.93,4.544,AN,AN,-25.44,-24.88,0.56,79.84,0.01,760.6,AF
4/6/2018 3:00,3.344,63.92,2.854,AN,AN,-24.27,-24.16,0.11,79.93,0.006,760.5,AF
4/6/2018 4:00,2.7,60.43,4.95,AN,AN,-22.87,-23.01,-0.133,80.6,0.009,760.2,AF
4/6/2018 5:00,3.724,53.61,3.839,AN,AN,-20.91,-20.93,-0.016,82.4,0.021,759.9,AF
4/6/2018 6:00,5.193,57.45,3.193,AN,AN,-19.72,-19.75,-0.03,83,0.046,759.6,AF
4/6/2018 7:00,6.321,63.24,3.276,AN,AN,-19.44,-19.47,-0.027,83.1,2.045,759.1,AF
4/6/2018 8:00,6.901,59.22,3.995,AN,AN,-18.64,-18.69,-0.05,83.5,17.84,758.9,AF
4/6/2018 9:00,7.407,52.82,3.301,AN,AN,-18.23,-18.37,-0.139,83.3,60.14,758.6,AF
4/6/2018 10:00,8.69,53.2,3.286,AN,AN,-17.53,-17.72,-0.189,83.5,113.7,758.1,AF
4/6/2018 11:00,8.85,58.23,3.579,AN,AN,-16.13,-16.3,-0.171,84,184.9,758,AF
4/6/2018 12:00,10.52,64.81,3.583,AN,AN,-14.9,-14.97,-0.071,84.5,254.2,757.6,AF
4/6/2018 13:00,10.11,70.31,3.999,AN,AN,-14.34,-14.32,0.023,84.5,322.4,757.5,AF
4/6/2018 14:00,10.6,76.07,3.412,AN,AN,-14.29,-14.2,0.091,84.1,377.1,757.4,AF
4/6/2018 15:00,10.07,82.7,3.318,AN,AN,-14.31,-14.27,0.039,83.9,380.8,757.4,AF
4/6/2018 16:00,6.609,96.5,4.27,AN,AN,-14.54,-14.54,-0.002,83.5,363.7,757.3,AF
4/6/2018 17:00,5.62,96.6,5.048,AN,AN,-14.12,-14.11,0.005,84,322.8,757,AF
4/6/2018 18:00,8.66,87.2,5.662,AN,AN,-12.67,-12.62,0.05,84.8,273.6,756.7,AF
4/6/2018 19:00,8.81,80.1,5.366,AN,AN,-12.73,-12.72,0.007,85.5,170.8,756.6,AF
4/6/2018 20:00,9.82,72.12,2.877,AN,AN,-12.88,-12.87,0.004,86.3,98.9,756.5,AF
4/6/2018 21:00,9.08,70.88,3.078,AN,AN,-13.2,-13.24,-0.032,86.8,40.94,756.6,AF
4/6/2018 22:00,9.31,68.19,2.836,AN,AN,-13.56,-13.61,-0.048,87.1,11.25,756.5,AF
4/6/2018 23:00,9.07,66.29,2.933,AN,AN,-13.86,-13.92,-0.057,87.2,0.457,756.4,AF
4/7/2018 0:00,8.98,66.26,2.954,AN,AN,-14.09,-14.16,-0.061,87,0.001,756.3,AF
4/7/2018 1:00,8.07,62.82,3.389,AN,AN,-14.54,-14.61,-0.072,86.7,0,756.5,AF
4/7/2018 2:00,7.473,61.45,2.937,AN,AN,-14.88,-14.96,-0.076,86.6,0,756.4,AF
4/7/2018 3:00,7.828,60.94,2.888,AN,AN,-15.03,-15.1,-0.07,86.5,-0.001,756.4,AF
4/7/2018 4:00,7.477,61.01,2.974,AN,AN,-15.32,-15.39,-0.063,86.4,-0.001,756.3,AF
4/7/2018 5:00,7.015,58.08,2.991,AN,AN,-15.63,-15.7,-0.07,86.2,-0.001,756.1,AF
4/7/2018 6:00,7.135,60.58,2.791,AN,AN,-15.83,-15.91,-0.083,86.1,0.046,755.9,AF
4/7/2018 7:00,6.488,63.05,2.983,AN,AN,-15.86,-15.94,-0.077,86,2.283,755.8,AF
4/7/2018 8:00,5.81,61.37,3.143,AN,AN,-15.79,-15.87,-0.083,85.9,29.18,755.7,AF
4/7/2018 9:00,5.685,62.19,3.273,AN,AN,-15.53,-15.64,-0.113,85.4,72.53,755.7,AF
4/7/2018 10:00,5.225,67.01,3.119,AN,AN,-15.14,-15.21,-0.065,84.9,124.7,755.6,AF
4/7/2018 11:00,4.571,75.99,2.921,AN,AN,-14.54,-14.54,0,84.2,210.2,755.7,AF
4/7/2018 12:00,2.594,75.71,6.329,AN,AN,-13.15,-13.26,-0.107,82.5,297.5,755.8,AF
4/7/2018 13:00,2.193,51.03,8.63,AN,AN,-12.77,-13.02,-0.247,80,260.3,756,AF
4/7/2018 14:00,1.222,335.5,24.06,AN,AN,-11.27,-11.13,0.141,74.74,366.5,756.3,AF
4/7/2018 15:00,1.863,264.7,14.76,AN,AN,-10.56,-10.49,0.066,68.24,445.6,756.4,AF
4/7/2018 16:00,3.502,254.5,7.671,AN,AN,-11.64,-12.52,-0.875,69.83,322.5,756.5,AF
4/7/2018 17:00,3.837,242.9,5.747,AN,AN,-11.43,-11.22,0.205,70.35,590.5,756.7,AF
4/7/2018 18:00,2.725,220.8,4.81,AN,AN,-11.89,-11.94,-0.045,72.35,410.2,757,AF
4/7/2018 19:00,2.327,204.4,3.194,AN,AN,-11.23,-13.7,-2.47,73.7,304.1,757.2,AF
4/7/2018 20:00,1.995,193.5,4.934,AN,AN,-11.71,-14.65,-2.935,74.88,185.6,757.5,AF
4/7/2018 21:00,1.692,168.2,6.267,AN,AN,-13.95,-15.48,-1.538,77.75,80.3,757.8,AF
4/7/2018 22:00,1.916,129.9,5.865,AN,AN,-17.39,-16.86,0.531,83.1,16.26,758.1,AF
4/7/2018 23:00,3.213,122,6.696,AN,AN,-19.21,-17.42,1.785,85.7,0.932,758.4,AF
4/8/2018 0:00,2.482,116.8,7.581,AN,AN,-20.04,-18.6,1.438,85.8,0.128,758.8,AF
4/8/2018 1:00,2.589,137.5,3.401,AN,AN,-20.27,-18.16,2.106,84.6,0.097,759.2,AF
4/8/2018 2:00,1.131,127.3,12.67,AN,AN,-21.07,-18.75,2.328,83.5,0.169,759.5,AF
4/8/2018 3:00,1.418,101.9,11.49,AN,AN,-21.21,-18.49,2.723,82.7,0.186,759.8,AF
4/8/2018 4:00,2.911,136.1,5.065,AN,AN,-22.54,-19.77,2.769,81.8,0.07,760,AF
4/8/2018 5:00,1.3,152.8,31.86,AN,AN,-22.34,-19.25,3.085,82.2,0.02,760.1,AF
4/8/2018 6:00,0.685,19.1,13.68,AN,AN,-23.36,-21.56,1.803,80.7,0.135,760.3,AF
4/8/2018 7:00,1.012,44.77,6.34,AN,AN,-22.65,-21.06,1.593,82,5.49,760.5,AF
4/8/2018 8:00,1.815,74.23,6.946,AN,AN,-22.26,-20,2.258,78.88,60.95,760.6,AF
4/8/2018 9:00,1.911,79.43,8.66,AN,AN,-21.22,-19.92,1.294,74.07,187.7,760.7,AF
4/8/2018 10:00,1.778,99.3,8.13,AN,AN,-20.2,-19.48,0.725,69.77,311.4,760.7,AF
4/8/2018 11:00,1.547,75.16,7.514,AN,AN,-19.29,-18.63,0.662,68.62,368.5,760.8,AF
4/8/2018 12:00,2.113,67.61,5.285,AN,AN,-18.15,-17.6,0.555,70.14,464,760.9,AF
4/8/2018 13:00,1.75,70.73,5.918,AN,AN,-16.54,-15.31,1.228,73.57,534.4,760.9,AF
4/8/2018 14:00,2.347,67.45,5.888,AN,AN,-16,-13.88,2.117,76.68,547.8,760.9,AF
4/8/2018 15:00,4.141,60.34,3.604,AN,AN,-15.92,-14.6,1.325,78.19,552.8,760.8,AF
4/8/2018 16:00,5.048,69.55,3.079,AN,AN,-16.11,-15.45,0.658,80.8,497.1,760.8,AF
4/8/2018 17:00,4.959,75.48,3.402,AN,AN,-16.02,-15.04,0.979,81.9,439.8,760.7,AF
4/8/2018 18:00,4.764,85.5,3.11,AN,AN,-15.69,-15.07,0.616,83.1,358.9,760.5,AF
4/8/2018 19:00,3.876,84.9,2.482,AN,AN,-15.81,-15.59,0.215,84.2,234,760.3,AF
4/8/2018 20:00,3.412,68.03,2.754,AN,AN,-16.63,-16.31,0.328,84.5,147.8,760,AF
4/8/2018 21:00,4.128,71.47,2.448,AN,AN,-17.99,-17.26,0.731,85.5,59,759.7,AF
4/8/2018 22:00,4.659,81.2,5.466,AN,AN,-19.29,-18.47,0.825,85,14.48,759.4,AF
4/8/2018 23:00,4.782,75.45,4.8,AN,AN,-20.52,-19.67,0.841,83.4,0.838,759.1,AF
4/9/2018 0:00,5.789,86,2.513,AN,AN,-21.18,-20.6,0.585,82.4,-0.011,758.9,AF
4/9/2018 1:00,5.017,81.3,3.414,AN,AN,-21.86,-21.12,0.738,81.8,0.008,758.7,AF
4/9/2018 2:00,5.35,74.61,5.461,AN,AN,-21.43,-20.75,0.68,82,0.034,758.5,AF
4/9/2018 3:00,4.638,67.11,3.101,AN,AN,-20.23,-19.72,0.518,82.8,0.003,758.2,AF
4/9/2018 4:00,4.532,70,3.753,AN,AN,-20.12,-19.45,0.675,82.7,-0.021,757.9,AF
4/9/2018 5:00,5.642,74.31,2.623,AN,AN,-20.14,-19.61,0.534,82.7,0.004,757.5,AF
4/9/2018 6:00,4.592,70.73,2.643,AN,AN,-21.14,-20.52,0.62,81.8,0.116,757.3,AF
4/9/2018 7:00,4.594,71.67,2.776,AN,AN,-21.92,-21.35,0.575,81.3,8.2,757.2,AF
4/9/2018 8:00,3.584,67.41,3.525,AN,AN,-21.35,-21.41,-0.057,80.7,65.3,757.1,AF
4/9/2018 9:00,2.739,73.12,5.408,AN,AN,-19.75,-20.57,-0.821,80.2,160.2,757.1,AF
4/9/2018 10:00,3.683,79.25,3.399,AN,AN,-19.24,-19.92,-0.672,79.48,232.3,757,AF
4/9/2018 11:00,3.911,83.7,4.219,AN,AN,-18.09,-18.87,-0.777,79.66,322.8,756.9,AF
4/9/2018 12:00,2.928,113.1,6.074,AN,AN,-17.11,-16.07,1.033,79.76,401,757,AF
4/9/2018 13:00,3.36,98,5.086,AN,AN,-16.74,-16.21,0.528,79.85,499.9,757,AF
4/9/2018 14:00,3.657,102,4.992,AN,AN,-16.36,-14.85,1.516,81.2,564.2,756.9,AF
4/9/2018 15:00,3.695,94.6,4.356,AN,AN,-15.76,-14.25,1.519,80.6,642.5,756.8,AF
4/9/2018 16:00,4.37,95.4,4.106,AN,AN,-15.4,-14.37,1.025,79.78,623.6,756.6,AF
4/9/2018 17:00,4.007,110.8,4.384,AN,AN,-15.1,-13.74,1.358,78.9,564.2,756.5,AF
4/9/2018 18:00,5.182,95.9,3.583,AN,AN,-15.2,-14.31,0.888,78.33,469.3,756.2,AF
4/9/2018 19:00,4.262,100.9,10.36,AN,AN,-14.63,-14.77,-0.146,78.74,346.3,756,AF
4/9/2018 20:00,3.505,96.4,5.759,AN,AN,-14.94,-14.91,0.034,78.06,219.4,755.9,AF
4/9/2018 21:00,3.957,75.69,5.85,AN,AN,-16.12,-15.37,0.75,76.79,94.8,755.7,AF
4/9/2018 22:00,2.619,97.8,10.1,AN,AN,-17.83,-17.1,0.738,78.31,21.16,755.5,AF
4/9/2018 23:00,2.595,90.2,12.96,AN,AN,-18.91,-17.59,1.317,81.4,1.54,755.3,AF
4/10/2018 0:00,2.356,81.3,11.33,AN,AN,-19.14,-18.3,0.838,85.6,0.042,755.1,AF
4/10/2018 1:00,2.328,80.1,7.147,AN,AN,-19.23,-18.42,0.805,85.9,0.032,755,AF
4/10/2018 2:00,2.829,78.96,7.428,AN,AN,-19.17,-17.75,1.422,85.1,0.044,754.8,AF
4/10/2018 3:00,3.013,81.7,8.86,AN,AN,-19.26,-18.19,1.066,84.3,0.014,754.5,AF
4/10/2018 4:00,4.298,73.45,3.614,AN,AN,-19.82,-18.06,1.755,83.3,0.009,754.1,AF
4/10/2018 5:00,3.499,92.9,4.813,AN,AN,-20.54,-19.1,1.439,82.9,0.058,753.9,AF
4/10/2018 6:00,3.449,89.5,6.222,AN,AN,-20.66,-19.12,1.539,82.6,0.273,753.5,AF
4/10/2018 7:00,4.342,79.08,3.298,AN,AN,-20.79,-19.11,1.677,82.2,8.54,753.1,AF
4/10/2018 8:00,3.599,85.9,4.935,AN,AN,-20.23,-19.21,1.017,81.6,75.05,752.9,AF
4/10/2018 9:00,4.343,88.1,7.32,AN,AN,-17.5,-16.94,0.56,82.6,198.3,752.6,AF
4/10/2018 10:00,1.679,52.8,25.71,AN,AN,-16.48,-17.17,-0.683,80.1,313.3,752.3,AF
4/10/2018 11:00,3.228,56.93,9.43,AN,AN,-16.05,-17.35,-1.294,79.58,417.1,751.9,AF
4/10/2018 12:00,3.245,56.21,8.76,AN,AN,-13.74,-14.87,-1.127,80.4,484.4,751.7,AF
4/10/2018 13:00,3.406,78.14,9.07,AN,AN,-12.82,-11.64,1.182,80.9,573.1,751.4,AF
4/10/2018 14:00,2.048,67.86,42.72,AN,AN,-11.55,-9.14,2.407,77.3,626.6,751,AF
4/10/2018 15:00,3.736,60.77,11.67,AN,AN,-11.32,-9.62,1.696,78.66,591.2,750.6,AF
4/10/2018 16:00,3.156,50.99,16.59,AN,AN,-10.49,-9.4,1.084,79.05,534.2,750.3,AF
4/10/2018 17:00,3.536,49.73,15.99,AN,AN,-10.25,-8.5,1.757,80.4,485.1,749.9,AF
4/10/2018 18:00,4.394,48.3,10.59,AN,AN,-10.3,-9.14,1.154,81.6,411.6,749.4,AF
4/10/2018 19:00,3.229,45.36,11.84,AN,AN,-9.7,-9.92,-0.226,82.9,310,748.9,AF
4/10/2018 20:00,5.239,47.94,5.653,AN,AN,-10.57,-10.35,0.221,84.2,194.6,748.6,AF
4/10/2018 21:00,2.985,42.74,6.977,AN,AN,-11.34,-11.02,0.32,85.7,89.5,748.6,AF
4/10/2018 22:00,2.875,39.84,4.762,AN,AN,-13.37,-12.48,0.89,88.7,27.84,748.4,AF
